uid,station,latitude,longitude,slots,free_bikes,ll
7489,Sumach St  / Queen St E,43.656638,-79.358749,19,5,"43.656638,-79.358749"
7485,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,16,4,"43.716652,-79.399993"
7486,Gerrard St E / Main St,43.684261,-79.299332,21,10,"43.684261,-79.299332"
7483,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,12,0,"43.678685,-79.297974"
7480,Neil McLellan Park - SMART,43.65143,-79.47779,15,9,"43.65143,-79.47779"
7479,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,15,14,"43.64976,-79.48477"
7477,Antler St / Campbell Ave - SMART,43.664182,-79.449066,20,15,"43.664182,-79.449066"
7474,Clarence Square,43.64407,-79.3929,23,18,"43.64407,-79.3929"
7471,Lake Shore Blvd W / Louisa St,43.61868,-79.48674,15,7,"43.61868,-79.48674"
7468,Front St / Simcoe St,43.6442,-79.38702,19,18,"43.6442,-79.38702"
7467,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409,14,6,"43.64283,-79.38409"
7466,Glendonwynne Ave / Bloor St W - SMART,43.65182,-79.47421,19,1,"43.65182,-79.47421"
7465,Russell Hill Rd / St Clair Ave W - SMART,43.685569,-79.408019,19,0,"43.685569,-79.408019"
7458,Church St / Lombard St,43.651678,-79.375233,17,10,"43.651678,-79.375233"
7462,Richmond St E / Yonge St,43.651838,-79.378743,17,11,"43.651838,-79.378743"
7457,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,23,13,"43.665221,-79.394009"
7454,Pottery Rd / Lower Don River Trail - SMART,43.688148,-79.362101,15,10,"43.688148,-79.362101"
7452,Bleecker St / St James Ave,43.669232,-79.374495,23,19,"43.669232,-79.374495"
7451,Western Battery Rd / Pirandello St,43.640075,-79.414156,31,0,"43.640075,-79.414156"
7450,Carlaw Ave / Danforth Ave - SMART,43.678285,-79.347346,15,1,"43.678285,-79.347346"
7449,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469,15,2,"43.697139,-79.31469"
7448,Goodwood Park Ct / Dentonia Park,43.694826,-79.295208,19,16,"43.694826,-79.295208"
7445,Eastwood Rd / Coxwell Ave,43.673118,-79.318651,19,6,"43.673118,-79.318651"
7447,Trent Ave / Danforth Ave - SMART,43.689293,-79.295895,23,8,"43.689293,-79.295895"
7446,Orchard Park,43.66908,-79.3149,19,3,"43.66908,-79.3149"
7444,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149,20,5,"43.66073,-79.47149"
7440,Martin Goodman Trail / Remembrance Dr,43.63121,-79.41414,27,21,"43.63121,-79.41414"
7437,Concord Ave / Bloor St W - SMART,43.66189,-79.42679,15,1,"43.66189,-79.42679"
7438,High Park Subway - SMART,43.65389,-79.4675,19,3,"43.65389,-79.4675"
7434,Via Italia / Mackay Ave - SMART,43.676697,-79.445029,17,12,"43.676697,-79.445029"
7435,Rushton Rd / St Clair Ave W - SMART,43.68114,-79.4277,10,0,"43.68114,-79.4277"
7433,Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,16,1,"43.663148,-79.347938"
7431,Gerrard St E / Leslie St,43.669813,-79.3335,22,8,"43.669813,-79.3335"
7430,Marilyn Bell Park Tennis Court,43.633537,-79.437461,27,2,"43.633537,-79.437461"
7425,The Queensway at South Kingsway - SMART,43.63632,-79.47307,23,19,"43.63632,-79.47307"
7424,Merton St / Mount Pleasant Rd - SMART,43.697819,-79.38786,23,12,"43.697819,-79.38786"
7422,Tyndall Ave / King St W - SMART,43.638426,-79.429142,16,9,"43.638426,-79.429142"
7418,College Park - Yonge Entrance,43.65988,-79.38279,25,12,"43.65988,-79.38279"
7420,Barton St / Howland St - SMART,43.66842,-79.410585,19,4,"43.66842,-79.410585"
7414,Keele St / Annette St - SMART,43.66402,-79.46418,15,3,"43.66402,-79.46418"
7415,Keele St / Vine Ave - SMART,43.66686,-79.46526,11,6,"43.66686,-79.46526"
7410,Howard St / Ontario St,43.671278,-79.372127,19,3,"43.671278,-79.372127"
7411,Little Norway Park,43.635023,-79.399505,23,1,"43.635023,-79.399505"
7409,Isabella St / Church St - SMART,43.66834,-79.38235,19,0,"43.66834,-79.38235"
7408,University Ave / Armoury St - SMART,43.65263,-79.38766,23,16,"43.65263,-79.38766"
7403,Lascelles Blvd / Eglinton Ave W - SMART,43.70547,-79.40355,19,1,"43.70547,-79.40355"
7400,Polson Pier,43.641675,-79.354006,23,13,"43.641675,-79.354006"
7395,Dentonia Park Station,43.694341,-79.291416,23,4,"43.694341,-79.291416"
7399,Lower Jarvis / Queens Quay E,43.64422,-79.36927,19,17,"43.64422,-79.36927"
7488,Summerhill Ave / Maclennan Ave,43.685924,-79.376304,11,1,"43.685924,-79.376304"
7261,Queens Quay E / Lower Sherbourne,43.645215,-79.364898,26,23,"43.645215,-79.364898"
7231,Wright Ave / Sorauren St (Sorauren Park),43.646677,-79.442741,18,10,"43.646677,-79.442741"
7478,Ellis Ave / The Queensway,43.63855,-79.46693,19,15,"43.63855,-79.46693"
7084,High Park - Grenadier Cafe,43.645599,-79.4657123,11,11,"43.645599,-79.4657123"
7302,Winona Dr / Davenport Rd,43.674923,-79.430465,11,1,"43.674923,-79.430465"
7087,Danforth Ave / Aldridge Ave,43.684758,-79.316767,11,4,"43.684758,-79.316767"
7024,Dundonald St / Church St,43.66663,-79.38148,36,20,"43.66663,-79.38148"
7503,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766,19,6,"43.685221,-79.294766"
7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253,34,7,"43.635492,-79.398253"
7043,Queens Quay W / Lower Simcoe St,43.63951,-79.383717,19,18,"43.63951,-79.383717"
7018,Bremner Blvd / Rees St,43.641529,-79.386741,23,19,"43.641529,-79.386741"
7412,King St W / Crawford St - SMART,43.6417852,-79.4131148,23,7,"43.6417852,-79.4131148"
7391,Yonge St / Dundas Sq,43.655766,-79.3802,31,26,"43.655766,-79.3802"
7459,St Clair Ave W / Winona Dr - SMART,43.680466,-79.432522,11,5,"43.680466,-79.432522"
7030,Bay St / Wellesley St W,43.664088,-79.387095,51,32,"43.664088,-79.387095"
7501,Humberside Grounds - SMART,43.65917,-79.46997,20,6,"43.65917,-79.46997"
7264,Bloor St E / Huntley St,43.671535,-79.379173,16,5,"43.671535,-79.379173"
7469,Wellington St W / York St,43.646734,-79.38301,23,21,"43.646734,-79.38301"
7061,Dalton Rd / Bloor St W,43.6662942,-79.4066433,15,0,"43.6662942,-79.4066433"
7138,Davenport Rd / Christie St,43.675278,-79.423889,27,12,"43.675278,-79.423889"
7417,King St / Jordan St - SMART,43.648928,-79.378623,11,10,"43.648928,-79.378623"
7373,George St / King St E,43.6509552,-79.3707,15,2,"43.6509552,-79.3707"
7455,E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,27,0,"43.715951,-79.351246"
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,"43.665645,-79.304711"
7324,King St W / Charlotte St,43.645572,-79.39399,23,12,"43.645572,-79.39399"
7475,Jarvis St / Richmond St E,43.652777,-79.372637,19,8,"43.652777,-79.372637"
7476,Symington Ave / Dupont St - SMART,43.665538,-79.451263,15,10,"43.665538,-79.451263"
7009,King St E / Jarvis St,43.650325,-79.372287,25,21,"43.650325,-79.372287"
7029,1199 Bay St,43.66943,-79.38915,15,7,"43.66943,-79.38915"
7335,1188 Bay St,43.669244,-79.3894,19,7,"43.669244,-79.3894"
7363,Wells Hill Ave / St Clair Ave W,43.683351,-79.41562,15,0,"43.683351,-79.41562"
7443,Dundas St E / George St - SMART,43.6574766,-79.373446,25,4,"43.6574766,-79.373446"
7072,Fleet St / Bathurst St,43.636611,-79.400042,23,4,"43.636611,-79.400042"
7245,Tecumseth St / Queen St W,43.646552,-79.406468,9,3,"43.646552,-79.406468"
7052,Wellington St W / Bay St,43.647259,-79.379878,27,9,"43.647259,-79.379878"
7484,Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,16,0,"43.713524,-79.400162"
7074,St James Park,43.65003919999999,-79.3733541,15,15,"43.65003919999999,-79.3733541"
7021,Bay St / Albert St,43.653264,-79.382458,35,31,"43.653264,-79.382458"
7008,Wellesley St W / Queen's Park Cres,43.663376,-79.392125,18,8,"43.663376,-79.392125"
7006,Bay St / College St (East Side),43.660439,-79.385525,19,16,"43.660439,-79.385525"
7062,University Ave / College St (West),43.659226,-79.390213,11,10,"43.659226,-79.390213"
7502,University Ave / College St (East),43.65995,-79.38964,14,13,"43.65995,-79.38964"
7274,Queen's Park Cres E / Grosvenor St,43.661803,-79.389682,12,9,"43.661803,-79.389682"
7235,Bay St / College St (West Side),43.660087,-79.385655,12,8,"43.660087,-79.385655"
7516,Superior Ave / Lake Shore Blvd W,43.6146692,-79.4873148,17,9,"43.6146692,-79.4873148"
7514,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,31,4,"43.626265,-79.476723"
7518,Lake Shore Blvd W / Colborne Lodge Dr,43.63771,-79.458173,27,15,"43.63771,-79.458173"
7517,Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109,22,21,"43.6390437,-79.4760109"
7520,St Clarens Ave / Shirley Ave,43.6486599,-79.4376413,15,1,"43.6486599,-79.4376413"
7524,Lisgar Park,43.6423847,-79.4240277,23,3,"43.6423847,-79.4240277"
7526,Bartlett Parkette,43.6702236,-79.4360232,23,0,"43.6702236,-79.4360232"
7530,Sherbourne St N / Elm Ave,43.6752732,-79.3778458,22,0,"43.6752732,-79.3778458"
7534,Walnut Ave / Queen St W,43.645469,-79.411084,16,2,"43.645469,-79.411084"
7538,Vaughan Rd /Wychwood Ave,43.6882821,-79.4253856,19,1,"43.6882821,-79.4253856"
7536,Palmerston Ave / Dundas St W,43.651603,-79.408346,23,5,"43.651603,-79.408346"
7531,541 Huron St,43.670206,-79.402643,20,2,"43.670206,-79.402643"
7537,Euclid Ave / Herrick St,43.661559,-79.413845,16,0,"43.661559,-79.413845"
7545,Baldwin St / Henry St,43.6560758,-79.393259,15,15,"43.6560758,-79.393259"
7547,Orde St / McCaul St,43.6580442,-79.3927404,15,14,"43.6580442,-79.3927404"
7546,Ross St / Cecil St,43.6568254,-79.3966159,18,5,"43.6568254,-79.3966159"
7552,Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.54033009999999,19,17,"43.5927419,-79.54033009999999"
7553,Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768,19,7,"43.597082,-79.522768"
7556,Windsor St / Newcastle St,43.6171635,-79.4971065,31,19,"43.6171635,-79.4971065"
7555,Royal York Rd / Mimico Ave,43.612063,-79.496573,20,10,"43.612063,-79.496573"
7558,Berry Rd / Bell Manor Dr,43.63732,-79.489083,19,9,"43.63732,-79.489083"
7554,Humber College,43.5961692,-79.5160575,27,9,"43.5961692,-79.5160575"
7515,Amos Waites Park,43.613606,-79.4883535,27,23,"43.613606,-79.4883535"
7562,Priscilla  Ave / Dundas St W,43.664665,-79.489385,23,7,"43.664665,-79.489385"
7564,Durie St / Dundas St W,43.665523,-79.484892,23,18,"43.665523,-79.484892"
7563,St Clair Ave W / Castleton Ave,43.668496,-79.485426,19,2,"43.668496,-79.485426"
7567,Weston Lions Park,43.698841,-79.519472,27,11,"43.698841,-79.519472"
7561,Annette St / Jane St,43.658574,-79.487246,15,8,"43.658574,-79.487246"
7568,Jameson Ave / Queen St W,43.63985,-79.43703,27,12,"43.63985,-79.43703"
7570,Carlaw Ave / Dundas St E,43.665076,-79.341509,17,0,"43.665076,-79.341509"
7569,Toronto Inukshuk Park,43.6323994,-79.40978179999999,47,15,"43.6323994,-79.40978179999999"
7572,Cosburn Ave / Durant Ave,43.6935477,-79.3301658,15,4,"43.6935477,-79.3301658"
7559,Swansea Community Centre,43.6438036,-79.4770327,15,3,"43.6438036,-79.4770327"
7541,Bellwoods Ave / Treford Pl,43.65246,-79.413528,20,13,"43.65246,-79.413528"
7575,207 Eastern Avenue,43.6548521,-79.35397680000001,15,2,"43.6548521,-79.35397680000001"
7557,The Queensway / High St,43.630874,-79.482407,23,20,"43.630874,-79.482407"
7529,Symington Ave / Davenport Rd,43.6704403,-79.45328549999999,13,2,"43.6704403,-79.45328549999999"
7576,Front St E / Bayview Avenue,43.6535,-79.354068,22,10,"43.6535,-79.354068"
7577,Oak St / Sumach St,43.6617908,-79.361515,27,3,"43.6617908,-79.361515"
7551,The Esplanade / Hahn Pl,43.649709,-79.364184,19,12,"43.649709,-79.364184"
7549,439 Sherbourne St,43.666051,-79.374161,47,18,"43.666051,-79.374161"
7579,Glebe Rd / Yonge St,43.7005976,-79.397345,19,1,"43.7005976,-79.397345"
7580,Hillsdale Ave W / Yonge St,43.7029672,-79.3979073,15,10,"43.7029672,-79.3979073"
7540,Alvin Ave / St Clair Ave E,43.68871,-79.39264,19,0,"43.68871,-79.39264"
7583,Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,22,7,"43.6834703,-79.5108942"
7584,The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,27,4,"43.7696262,-79.5025943"
7585,Sentinel Rd / Finch Hydro Corridor,43.7641485,-79.5012809,27,7,"43.7641485,-79.5012809"
7586,Finch West Subway Station,43.76521,-79.491281,23,7,"43.76521,-79.491281"
7587,Dufferin St / Finch Hydro Recreational Trail,43.7724019,-79.4675395,19,5,"43.7724019,-79.4675395"
7588,G Ross Lord Park,43.7781116,-79.467963,19,7,"43.7781116,-79.467963"
7591,Elwood Blvd / Avenue Rd,43.707049,-79.40966,23,11,"43.707049,-79.40966"
7593,Roehampton St / Bayview Ave,43.711751,-79.378615,27,12,"43.711751,-79.378615"
7598,Teddington Park Ave,43.732975,-79.40401,15,1,"43.732975,-79.40401"
7600,Ursula Franklin St / Huron St,43.660274,-79.398049,20,18,"43.660274,-79.398049"
7602,Woodbine Ave / O'Connor Dr,43.699281,-79.318802,19,11,"43.699281,-79.318802"
7606,Dawes Rd / Taylor Creek Trl,43.696631,-79.297436,19,19,"43.696631,-79.297436"
7542,Queen St W / John St,43.650077,-79.391291,23,16,"43.650077,-79.391291"
7607,Fairmount Park,43.6765897,-79.3163022,19,2,"43.6765897,-79.3163022"
7599,Richmond St W / York St,43.650745,-79.383633,17,14,"43.650745,-79.383633"
7609,Sunnybrook Park,43.720233,-79.362092,27,3,"43.720233,-79.362092"
7618,Vaughan Rd / Oakwood Ave,43.6926825,-79.441042,19,0,"43.6926825,-79.441042"
7619,Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472,14,11,"43.7041957,-79.4094472"
7620,Eglinton Ave W / Redpath Av,43.7078691,-79.39248,15,1,"43.7078691,-79.39248"
7622,Marie Curtis Park,43.5880774,-79.5432067,23,14,"43.5880774,-79.5432067"
7624,Guildwood GO Station (South),43.754978,-79.1971289,11,2,"43.754978,-79.1971289"
7277,Chorley Park,43.6856,-79.3718,20,0,"43.6856,-79.3718"
7344,Cherry Beach,43.637764,-79.345359,48,16,"43.637764,-79.345359"
7285,Spadina Ave / Harbord St,43.6629228,-79.4018451,36,25,"43.6629228,-79.4018451"
7250,Ursula Franklin St / St. George St,43.660296,-79.397107,16,14,"43.660296,-79.397107"
7626,Rouge Hill GO Station,43.7805505,-79.1301203,25,3,"43.7805505,-79.1301203"
7615,Colonel Danforth Park,43.7777114,-79.1659711,19,6,"43.7777114,-79.1659711"
7614,Morningside Park (Highland Creek Trail),43.779353,-79.193023,23,5,"43.779353,-79.193023"
7612,Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,19,12,"43.747854,-79.199327"
7613,Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,19,7,"43.7561681,-79.2026694"
7630,Twelfth St / Thirteenth St,43.6002896,-79.5108692,22,21,"43.6002896,-79.5108692"
7631,Florence Gell Park,43.6615467,-79.498398,15,3,"43.6615467,-79.498398"
7522,Wallace Ave / Pauline Ave,43.6632257,-79.4397052,17,8,"43.6632257,-79.4397052"
7610,Kingston Rd / Beech Ave,43.680095,-79.291714,15,2,"43.680095,-79.291714"
7611,Victoria Park Ave / Danforth Ave,43.691468,-79.288619,19,15,"43.691468,-79.288619"
7033,Union Station,43.645609,-79.380386,43,40,"43.645609,-79.380386"
7162,Hayter St / Laplante Ave,43.6591666666667,-79.3855555555556,22,20,"43.6591666666667,-79.3855555555556"
7109,Seaton St / Dundas St E,43.658777,-79.369596,32,4,"43.658777,-79.369596"
7629,Lundy Ave / Etienne Brule Park,43.6625395,-79.5030161,15,0,"43.6625395,-79.5030161"
7632,Chiltern Hill Rd / Eglinton Ave W,43.7004017,-79.4275305,17,2,"43.7004017,-79.4275305"
7589,Torresdale Ave / Antibes Dr,43.77953,-79.45233,15,10,"43.77953,-79.45233"
7590,Ester Shiner Stadium,43.7774374,-79.4447096,23,15,"43.7774374,-79.4447096"
7190,St. George St / Hoskin Ave,43.6637403,-79.39806449999999,15,10,"43.6637403,-79.39806449999999"
7594,Fleming Cres / Bayview Ave,43.707045,-79.375437,15,1,"43.707045,-79.375437"
7333,King St E / Victoria St,43.6495789,-79.3762096,19,15,"43.6495789,-79.3762096"
7582,Amaleda Ave / Vaughan Rd,43.690903,-79.4375028,16,1,"43.690903,-79.4375028"
7473,Adelaide St W / Strachan Ave,43.643253094827294,-79.41230469904167,15,1,"43.643253094827294,-79.41230469904167"
7623,Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,19,4,"43.6029904,-79.4926867"
7635,Runnymede Rd / Annette St,43.6596299,-79.4799176,15,11,"43.6596299,-79.4799176"
7156,Salem Ave / Bloor St W,43.6608333,-79.43166666666667,15,3,"43.6608333,-79.43166666666667"
7157,Dufferin St / Bloor St,43.66083333333333,-79.43583333333333,22,10,"43.66083333333333,-79.43583333333333"
7539,Davisville Ave / Pailton Cres,43.69933,-79.39199,19,15,"43.69933,-79.39199"
7581,345 High Park Ave,43.6653032,-79.4701178,15,5,"43.6653032,-79.4701178"
7637,10 Judson St,43.6162721,-79.4990363,19,18,"43.6162721,-79.4990363"
7608,Wilket Creek Park,43.720645,-79.355474,27,7,"43.720645,-79.355474"
7641,2659 Dundas St W,43.6641174,-79.4588522,15,12,"43.6641174,-79.4588522"
7633,1266 Queen St W,43.6424558,-79.4296346,15,10,"43.6424558,-79.4296346"
7643,80 Oriole Parkway,43.6954486,-79.4026176,19,1,"43.6954486,-79.4026176"
7644,108 East Lynn Avenue,43.6850809,-79.3149901,15,10,"43.6850809,-79.3149901"
7596,840 Danforth Ave,43.6800218,-79.3405681,16,9,"43.6800218,-79.3405681"
7645,1295-1307 Military Trail,43.7842419,-79.1849889,16,0,"43.7842419,-79.1849889"
7291,Lake Shore Blvd E / Parliament St,43.6451308,-79.36536439999999,15,15,"43.6451308,-79.36536439999999"
7492,324 Cherry St,43.6482995,-79.3552533,19,18,"43.6482995,-79.3552533"
7647,117 Elm Street,43.65637299999999,-79.38781039999999,17,14,"43.65637299999999,-79.38781039999999"
7263,Walton St / Elizabeth St,43.657838,-79.38631,20,15,"43.657838,-79.38631"
7616,Waterfront Trail (Rouge Hill),43.778015,-79.131911,19,2,"43.778015,-79.131911"
7565,St Clair Ave W / Gunns Rd,43.672079,-79.470171,23,4,"43.672079,-79.470171"
7348,Pape Ave / Gamble Ave,43.690237,-79.350119,19,0,"43.690237,-79.350119"
7404,Roehampton Ave / Mount Pleasant Rd - SMART,43.70942,-79.39139,19,2,"43.70942,-79.39139"
7034,Church St / Bloor St E,43.671389,-79.382919,15,7,"43.671389,-79.382919"
7332,200 Bloor St. E.,43.671561,-79.38117,23,13,"43.671561,-79.38117"
7276,Bloor St W / Balmuto St,43.669903,-79.387802,11,0,"43.669903,-79.387802"
7595,Moore Park,43.693256,-79.383238,14,7,"43.693256,-79.383238"
7654,3 Pacific Avenue,43.65412449999999,-79.4636388,7,0,"43.65412449999999,-79.4636388"
7655,896 Danforth Avenue,43.680207,-79.339243,15,2,"43.680207,-79.339243"
7656,Bloor St W / Brock Av,43.6589882,-79.438715,11,2,"43.6589882,-79.438715"
7327,Davenport Rd / Oakwood Rd - SMART,43.6741219,-79.4352208,16,0,"43.6741219,-79.4352208"
7657,1 Market St,43.6469928,-79.3706665,19,4,"43.6469928,-79.3706665"
7601,Brick Works,43.683884,-79.36647,25,4,"43.683884,-79.36647"
7634,600 University Ave,43.6578449,-79.3899265,18,18,"43.6578449,-79.3899265"
7284,University Ave / King St W,43.6477785,-79.3847928,23,18,"43.6477785,-79.3847928"
7659,Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,19,4,"43.6856128,-79.31168269999999"
7133,Summerhill Station,43.681944,-79.390556,11,0,"43.681944,-79.390556"
7046,Niagara St / Richmond St W,43.64534,-79.409597,26,4,"43.64534,-79.409597"
7662,85 Beaty Avenue,43.6393107,-79.4408141,19,14,"43.6393107,-79.4408141"
7068,163 Fallingbrook Rd,43.68306889999999,-79.279682,23,5,"43.68306889999999,-79.279682"
7258,Queen St E / Rushbrooke Ave,43.6626628,-79.3323698,15,6,"43.6626628,-79.3323698"
7091,Donlands Station,43.681114,-79.3373885,15,1,"43.681114,-79.3373885"
7523,Lynn Williams St / East Liberty St,43.638925,-79.4168659,15,5,"43.638925,-79.4168659"
7487,Eastwood Rd / Woodbine Ave,43.676216,-79.309395,14,6,"43.676216,-79.309395"
7406,Victoria St / Queen St E,43.652822,-79.378208,23,20,"43.652822,-79.378208"
7660,26 Dundas Street East,43.656633,-79.379625,39,28,"43.656633,-79.379625"
7504,Gerrard St E / Victoria Park Ave,43.686962,-79.286864,16,2,"43.686962,-79.286864"
7663,98 Glenvale Boulevard,43.718039,-79.371914,17,1,"43.718039,-79.371914"
7127,Bay St / Scollard St,43.672152,-79.39018,15,8,"43.672152,-79.39018"
7566,Weston Rd / St Clair Ave W,43.673019,-79.467994,19,15,"43.673019,-79.467994"
7664,60 Raab Blvd,43.72268,-79.37644,15,10,"43.72268,-79.37644"
7666,505 College Street,43.6504218,-79.4407647,26,0,"43.6504218,-79.4407647"
7642,1451 Yonge Street,43.68850459999999,-79.3940052,19,0,"43.68850459999999,-79.3940052"
7416,Spadina Ave / Blue Jays Way,43.641705,-79.393295,31,28,"43.641705,-79.393295"
7636,2511 bloor st w,43.647663,-79.487583,23,3,"43.647663,-79.487583"
7665,Test,43.720998,-79.377456,11,2,"43.720998,-79.377456"
